fr 2 855 0.002339
en 720 855 0.842105
tr 1 855 0.001170
sv 2 855 0.002339
ht 3 855 0.003509
tl 6 855 0.007018
und 56 855 0.065497
in 54 855 0.063158
fi 1 855 0.001170
es 10 855 0.011696
